test,mode,train,loss
neg,fit,neg,1.0336650283323496
neg,fit,pos,1.1600141414405098
neg,opt,neg,1.1517978818568855
neg,opt,pos,1.3345725843516054
pos,fit,neg,1.3072628697416415
pos,fit,pos,0.9012467728872485
pos,opt,neg,1.5475929833779967
pos,opt,pos,0.9775496791430752
