test,mode,train,loss
neg,fit,neg,0.7134981363366895
neg,fit,pos,0.7821696138670525
neg,opt,neg,0.7162728594139597
neg,opt,pos,0.8409712903105205
pos,fit,neg,0.6902716962244024
pos,fit,pos,0.5919740721634936
pos,opt,neg,0.7487318552368447
pos,opt,pos,0.6057219192733162
