test,mode,train,loss
neg,fit,neg,1.0345187689787336
neg,fit,pos,1.148764674732712
neg,opt,neg,1.1419731485249733
neg,opt,pos,1.3237803426750898
pos,fit,neg,1.2727504997192003
pos,fit,pos,0.8882772714488123
pos,opt,neg,1.6021645283277532
pos,opt,pos,0.9991852007490388
