test,mode,train,loss
neg,fit,neg,0.7148921627208087
neg,fit,pos,0.7666711833507703
neg,opt,neg,0.8238994126010682
neg,opt,pos,0.7942365054126831
pos,fit,neg,0.6695800386603257
pos,fit,pos,0.5958146553745812
pos,opt,neg,0.7723307250199672
pos,opt,pos,0.6312911007253711
