test,mode,train,loss
neg,fit,neg,0.7052203941033668
neg,fit,pos,0.8427972265172745
neg,opt,neg,0.7699158247651077
neg,opt,pos,0.8473155827777283
pos,fit,neg,0.71871326078802
pos,fit,pos,0.5925819410939368
pos,opt,neg,0.7664374106725022
pos,opt,pos,0.6431860398278418
