test,mode,train,loss
neg,fit,neg,0.7142234535835146
neg,fit,pos,0.767794854078446
neg,opt,neg,0.7248148758710802
neg,opt,pos,0.8281429723574011
pos,fit,neg,0.6712481693120338
pos,fit,pos,0.5920266460796577
pos,opt,neg,0.7930667421608673
pos,opt,pos,0.6014273070300926
