loss,mode,test,train
0.8549596112435054,fit,neg,neg
0.9276943244465405,fit,neg,pos
0.8435895372153039,opt,neg,neg
0.9255847318957686,opt,neg,pos
0.9015494184951128,fit,pos,neg
0.8497418562310068,fit,pos,pos
0.899964918796193,opt,pos,neg
0.8095491905193235,opt,pos,pos
