loss,mode,test,train
0.7346615151544331,fit,neg,neg
0.7421991741525573,fit,neg,pos
0.7785791775519054,opt,neg,neg
0.7942555635865801,opt,neg,pos
0.699410772126178,fit,pos,neg
0.6863662544118878,fit,pos,pos
0.7264393586359285,opt,pos,neg
0.7367138330419659,opt,pos,pos
