test,mode,train,loss
neg,fit,neg,1.0342788033961718
neg,fit,pos,1.0034187027277341
neg,opt,neg,1.3287875798265092
neg,opt,pos,1.1891815104619226
pos,fit,neg,1.1611488932630993
pos,fit,pos,0.9450394600247609
pos,opt,neg,2.0714154900906663
pos,opt,pos,0.9139898834865232
