test,mode,train,loss
neg,fit,neg,0.7143200821450435
neg,fit,pos,0.7650274013323771
neg,opt,neg,0.7364610547042266
neg,opt,pos,0.7934404497545275
pos,fit,neg,0.6714096310217289
pos,fit,pos,0.5950242585667432
pos,opt,neg,0.7482633399392815
pos,opt,pos,0.6010591389894874
