test,mode,train,loss
neg,fit,neg,0.715840173074768
neg,fit,pos,0.7661147962974199
neg,opt,neg,0.7294435258393132
neg,opt,pos,0.8211835325146254
pos,fit,neg,0.6571696209943971
pos,fit,pos,0.5958523984727468
pos,opt,neg,0.7547461898845832
pos,opt,pos,0.5950998720094675
