loss,mode,test,train
0.7583659886830014,fit,neg,neg
0.8965065197944446,fit,neg,pos
0.7476044255032804,opt,neg,neg
0.8495288136545238,opt,neg,pos
0.8337031776000481,fit,pos,neg
0.6653062377083856,fit,pos,pos
0.8528016189752874,opt,pos,neg
0.662465317408406,opt,pos,pos
