test,mode,train,loss
neg,fit,neg,0.7147905816471336
neg,fit,pos,0.7665430388767187
neg,opt,neg,0.7348714290538176
neg,opt,pos,0.8091463438253047
pos,fit,neg,0.6690698578231287
pos,fit,pos,0.5957921146012739
pos,opt,neg,0.7418380279359769
pos,opt,pos,0.5971129342143484
