test,mode,train,loss
neg,fit,neg,1.0347548528640855
neg,fit,pos,1.0068775123499338
neg,opt,neg,1.327364415850039
neg,opt,pos,1.1073589521682996
pos,fit,neg,1.1820200423578777
pos,fit,pos,0.9437824110700703
pos,opt,neg,2.069573997853223
pos,opt,pos,0.9336532873167738
