test,mode,train,loss
neg,fit,neg,0.7103496748945701
neg,fit,pos,0.8460044982438628
neg,opt,neg,0.7333205141059855
neg,opt,pos,0.9376446816691253
pos,fit,neg,0.7220311167198769
pos,fit,pos,0.5975567442564371
pos,opt,neg,0.7527901311776761
pos,opt,pos,0.6376269501052129
