test,mode,train,loss
neg,fit,neg,0.7084537200073988
neg,fit,pos,0.7990797254834068
neg,opt,neg,0.734789895894101
neg,opt,pos,0.9587622885230823
pos,fit,neg,0.7189169398990765
pos,fit,pos,0.6100144930423571
pos,opt,neg,0.7455808735542948
pos,opt,pos,0.6342347704669337
