test,mode,train,loss
neg,fit,neg,1.0342776622238574
neg,fit,pos,1.0034187028062855
neg,opt,neg,1.3287875589613667
neg,opt,pos,1.1891723980131617
pos,fit,neg,1.1611448330195073
pos,fit,pos,0.9450394599708061
pos,opt,neg,2.071415452773398
pos,opt,pos,0.9139883607402224
