test,mode,train,loss
neg,fit,neg,1.0141709600676037
neg,fit,pos,1.1446991490869018
neg,opt,neg,1.1470000132195088
neg,opt,pos,1.3802433271261345
pos,fit,neg,1.2537216018807902
pos,fit,pos,0.8915020426679456
pos,opt,neg,1.6391703879571917
pos,opt,pos,0.9162498700809453
