participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.game,player.choice,player.other_choice,player.player_role,player.treatment,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
77,g7lfxurr,,0,255,254,normal_form_games,FinalSummary,10.41.163.148,2019-04-05 22:51:53.871983+00:00,1,A1YSYI926BBOHW,386PBUZZXHLSMBP3DW5D7P58JJJJLW,375,1,"[[[3.0, 4.0], [5.0, 4.0], [4.0, 1.0]], [[8.0, 9.0], [7.0, 8.0], [2.0, 1.0]], [[2.0, 4.0], [8.0, 7.0], [3.0, 5.0]]]",1,0,col,positive,8,2283,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
78,4arl00o6,,0,255,254,normal_form_games,FinalSummary,10.28.83.116,2019-04-05 22:51:58.956038+00:00,1,A3GEYEPOHA33SP,320DUZ38G9AC0JB2258XUX00N2XJGQ,263,1,"[[[3.0, 7.0], [6.0, 3.0], [5.0, 2.0]], [[6.0, 7.0], [8.0, 1.0], [5.0, 4.0]], [[3.0, 5.0], [7.0, 3.0], [3.0, 5.0]]]",1,0,row,negative,6,2767,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
79,oai2vhf4,,0,12,254,lobby,Quiz,10.43.204.85,2019-04-05 22:52:02.803100+00:00,1,A30MP4LXV4MIFD,3PW9OPU9PS8FQ8NRD1H2OTADJ2T21N,0,79,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
80,13k83mni,,0,255,254,normal_form_games,FinalSummary,10.167.127.234,2019-04-05 22:52:19.264504+00:00,1,A1H72Y9Z5NJXDS,3QAPZX2QN61FJJ29HID2AOR3EAN20K,362,1,"[[[4.0, 3.0], [9.0, 8.0], [4.0, 2.0]], [[4.0, 5.0], [8.0, 7.0], [7.0, 8.0]], [[1.0, 4.0], [1.0, 2.0], [5.0, 3.0]]]",0,0,row,positive,4,2310,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
81,gmihq3xv,,0,255,254,normal_form_games,FinalSummary,10.47.177.9,2019-04-05 22:53:55.824499+00:00,1,AF3ZX7P8W0536,3X1FV8S5JZFLREBWJUMGXLBUIPVVGE,366,1,"[[[3.0, 4.0], [5.0, 4.0], [4.0, 1.0]], [[8.0, 9.0], [7.0, 8.0], [2.0, 1.0]], [[2.0, 4.0], [8.0, 7.0], [3.0, 5.0]]]",1,0,col,positive,8,2382,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
82,u5j160em,,0,255,254,normal_form_games,FinalSummary,10.183.247.215,2019-04-05 22:57:48.335365+00:00,1,A3JBAUWN5T7E0Q,36PW28KO41K3FCC7245W1VC5KZPEAP,269,1,"[[[3.0, 7.0], [6.0, 3.0], [5.0, 2.0]], [[6.0, 7.0], [8.0, 1.0], [5.0, 4.0]], [[3.0, 5.0], [7.0, 3.0], [3.0, 5.0]]]",2,0,row,negative,3,2471,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
83,1fhy3igz,,0,255,254,normal_form_games,FinalSummary,10.51.211.21,2019-04-05 23:03:38.188802+00:00,1,A36KQFLIXQTAQ,3TYCR1GOTE7IMQU7VI8ZVJTY2HWZLX,278,1,"[[[7.0, 3.0], [7.0, 6.0], [5.0, 3.0]], [[3.0, 6.0], [1.0, 8.0], [3.0, 7.0]], [[2.0, 5.0], [4.0, 5.0], [5.0, 3.0]]]",0,1,col,negative,7,2548,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
84,6cy32m28,,0,255,254,normal_form_games,FinalSummary,10.47.209.93,2019-04-05 23:05:04.849171+00:00,1,AURYD2FH3FUOQ,3OUYGIZWR9MBBQ3FJGOE61ZWPK60PW,354,1,"[[[4.0, 3.0], [9.0, 8.0], [4.0, 2.0]], [[4.0, 5.0], [8.0, 7.0], [7.0, 8.0]], [[1.0, 4.0], [1.0, 2.0], [5.0, 3.0]]]",1,0,row,positive,4,2559,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
85,xfs9udl9,,0,50,254,lobby,FailPage,10.113.253.66,2019-04-05 23:06:43.272013+00:00,1,A3KGQ5WX09CIXC,3L4D84MIL1GQ0F6DMBQFFXC122AJHP,0,85,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
86,b6mywdtl,,0,255,254,normal_form_games,FinalSummary,10.67.231.51,2019-04-05 23:06:59.312357+00:00,1,A3SKEW89V5S0DI,3PW9OPU9PS8FQ8NRD1H2OTADJ2T21N,349,1,"[[[3.0, 4.0], [5.0, 4.0], [4.0, 1.0]], [[8.0, 9.0], [7.0, 8.0], [2.0, 1.0]], [[2.0, 4.0], [8.0, 7.0], [3.0, 5.0]]]",1,0,col,positive,8,2595,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
87,ssyip8fr,,0,255,254,normal_form_games,FinalSummary,10.65.78.238,2019-04-05 23:22:53.570758+00:00,1,A32BYZ60Q41UNC,3L4D84MIL1GQ0F6DMBQFFXC122AJHP,268,1,"[[[7.0, 3.0], [7.0, 6.0], [5.0, 3.0]], [[3.0, 6.0], [1.0, 8.0], [3.0, 7.0]], [[2.0, 5.0], [4.0, 5.0], [5.0, 3.0]]]",0,1,col,negative,7,2793,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
88,3koeh4q4,,0,255,254,normal_form_games,FinalSummary,10.179.246.22,2019-04-05 23:26:50.414439+00:00,1,AR8MBYZTSVNDR,3M23Y66PO4V32T5MDM8PA7EYP72S68,361,1,"[[[4.0, 3.0], [9.0, 8.0], [4.0, 2.0]], [[4.0, 5.0], [8.0, 7.0], [7.0, 8.0]], [[1.0, 4.0], [1.0, 2.0], [5.0, 3.0]]]",0,1,row,positive,9,2803,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
89,ure42scb,,0,255,254,normal_form_games,FinalSummary,10.149.119.155,2019-04-05 23:27:26.697231+00:00,1,A1WL3NZ50YEOWP,30LSNF239WJQQEJPL828GSRZ043I2U,353,1,"[[[3.0, 4.0], [5.0, 4.0], [4.0, 1.0]], [[8.0, 9.0], [7.0, 8.0], [2.0, 1.0]], [[2.0, 4.0], [8.0, 7.0], [3.0, 5.0]]]",1,0,col,positive,8,2812,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
90,r8rw417s,,0,0,254,,,,,0,,,0,90,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
91,ymoey53m,,0,0,254,,,,,0,,,0,91,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
92,bfk5vgbg,,0,0,254,,,,,0,,,0,92,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
93,p93960qj,,0,0,254,,,,,0,,,0,93,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
94,6kv8jjed,,0,0,254,,,,,0,,,0,94,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
95,yrhwcr0b,,0,0,254,,,,,0,,,0,95,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
96,q549ovzi,,0,0,254,,,,,0,,,0,96,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
97,eqtv9buo,,0,0,254,,,,,0,,,0,97,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
98,tm72ua85,,0,0,254,,,,,0,,,0,98,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
99,y7h4atj3,,0,0,254,,,,,0,,,0,99,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
100,py2wrhwc,,0,0,254,,,,,0,,,0,100,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
101,lcitlcuj,,0,0,254,,,,,0,,,0,101,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
102,inuf4r89,,0,0,254,,,,,0,,,0,102,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
103,rl6dx3l9,,0,0,254,,,,,0,,,0,103,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
104,fqj8oxi0,,0,0,254,,,,,0,,,0,104,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
105,9984wruz,,0,0,254,,,,,0,,,0,105,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
106,sequgayu,,0,0,254,,,,,0,,,0,106,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
107,55cpdsh4,,0,0,254,,,,,0,,,0,107,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
108,u5sr0buy,,0,0,254,,,,,0,,,0,108,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
109,shw7krqa,,0,0,254,,,,,0,,,0,109,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
110,wx6wh8b0,,0,0,254,,,,,0,,,0,110,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
111,7elw2hq7,,0,0,254,,,,,0,,,0,111,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
112,sq8rrerg,,0,0,254,,,,,0,,,0,112,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
113,1suzett1,,0,0,254,,,,,0,,,0,113,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
114,okn2mdi8,,0,0,254,,,,,0,,,0,114,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
115,hyozjgws,,0,0,254,,,,,0,,,0,115,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
116,q76ykq6n,,0,0,254,,,,,0,,,0,116,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
117,8ohedj3m,,0,0,254,,,,,0,,,0,117,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
118,l80eleqk,,0,0,254,,,,,0,,,0,118,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
119,jof92fz5,,0,0,254,,,,,0,,,0,119,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
120,sa1b1odw,,0,0,254,,,,,0,,,0,120,,,,,,0,1,3,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
1,qg3h7l1f,,0,1,254,lobby,Instructions,10.69.213.200,2019-04-05 21:50:46.074789+00:00,1,A17D6BK59S31BM,31QTRG6Q2V188LZ0ROZNYTTG1XKPYL,0,1,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
2,bc2gfcyr,,0,255,254,normal_form_games,FinalSummary,10.47.166.118,2019-04-05 21:50:46.092523+00:00,1,A1V2H0UF94ATWY,3JRJSWSMQJ93VRDMTPQMENYZEPNE3J,271,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,2,row,negative,3,889,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
3,elo7hdc1,,0,255,254,normal_form_games,FinalSummary,10.43.183.70,2019-04-05 21:50:47.656305+00:00,1,A2B6WQG0A9CKXQ,30BUDKLTXFJ6960Q78EFTKWJSLEE59,261,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,1,col,negative,4,60,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
4,9h49kkkk,,0,1,254,lobby,Instructions,10.35.218.93,2019-04-05 21:50:48.289381+00:00,1,A2VFEDAK5C1E1O,3OWEPKL08B0PQGRMO0WVHR4OXJAN7M,0,4,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
5,qekwlinc,,0,255,254,normal_form_games,FinalSummary,10.30.127.194,2019-04-05 22:02:07.106722+00:00,1,AK3H5QRAROFGP,3Y4W8Q93L18IFU15H4L8R08X5XFVD4,293,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,1,row,negative,8,1562,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
6,6nr7awxo,,0,1,254,lobby,Instructions,10.141.51.237,2019-04-05 21:50:50.378767+00:00,1,A2YOVBJ9EXAI8W,32AT8R96GNXO44VN946SQDSESTGSU6,0,6,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
7,6fg7gecv,,0,1,254,lobby,Instructions,10.113.227.235,2019-04-05 21:50:51.330456+00:00,1,A3LL096CAY5WHB,39JEC7537WP8A2VRH8QX7UQFKX3VC4,0,7,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
8,0i6hqce0,,0,255,254,normal_form_games,FinalSummary,10.33.237.99,2019-04-05 21:50:52.406745+00:00,1,A4ZCS7YTJS0DF,3DUZQ9U6SOCOHJKNEUGXMZUX60PSVV,360,2,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",2,1,col,positive,6,6,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
9,92yp6cfv,,0,255,254,normal_form_games,FinalSummary,10.33.175.79,2019-04-05 21:50:52.985296+00:00,1,A3774HPOUKYTX7,3A0EX8ZRNAC64RYQ8JHM39ORKT5YB9,251,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",0,0,row,negative,2,215,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
10,s6btcjxb,,0,2,254,lobby,Quiz,10.69.114.209,2019-04-05 21:50:52.952964+00:00,1,A3K2ZXAFZCHYZI,3HPZF4IVNOHPEWQWMJDHETU92E5YCG,0,10,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
11,h44v1lat,,0,255,254,normal_form_games,FinalSummary,10.109.250.165,2019-04-05 21:50:53.978951+00:00,1,A30MV0KUL3NC1,3KB8R4ZV1GV6I0DQEDVGW9HNFXFGBT,259,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",2,2,row,negative,3,66,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
12,bj75llcy,,0,255,254,normal_form_games,FinalSummary,10.37.253.239,2019-04-05 21:50:55.336201+00:00,1,A3AGQ2G8QI59EG,3X3OR7WPZ1O32UTKMS8MIZWU38GL85,273,2,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",1,2,row,negative,3,12,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
13,yzsyoyxl,,0,1,254,lobby,Instructions,10.11.149.224,2019-04-05 21:50:55.961645+00:00,1,A1B76WYZ47BQJ,3CFVK00FWN9GYGAWTDBOYL03XDQL6J,0,13,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
14,a2g0jqhg,,0,255,254,normal_form_games,FinalSummary,10.31.68.214,2019-04-05 21:50:56.193959+00:00,1,A1GV0UZU0T2ORS,39LNWE0K4WKZAQSR4SCEMBMRJVEIU4,334,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,19,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
15,vqdyiaql,,0,1,254,lobby,Instructions,10.79.217.135,2019-04-05 21:50:57.151434+00:00,1,A1HIQZEC2ER7GS,3NOKK93PR3W65PTJI97IXE2W5EDEEA,0,15,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
16,yj689riy,,0,6,254,lobby,Instructions,10.95.237.176,2019-04-05 21:50:58.050935+00:00,1,AYNUK54JG6E2H,3X1FV8S5JZFLREBWJUMGXLBUIPVVGE,0,16,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
17,rnvkwe0s,,0,255,254,normal_form_games,FinalSummary,10.33.231.55,2019-04-05 21:50:57.876224+00:00,1,A2HHGI5CNSS5PD,3SPJ033423RCMAW2WBU31X74SYEYJU,286,1,"[[[2.0, 7.0], [7.0, 5.0], [3.0, 7.0]], [[6.0, 4.0], [5.0, 4.0], [3.0, 4.0]], [[4.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",1,2,row,negative,3,22,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
18,j4cykh5s,,0,255,254,normal_form_games,FinalSummary,10.35.212.168,2019-04-05 21:50:58.102797+00:00,1,A3CXK1KSRGU27V,33JKGHPFYEI8BJY9S6YK091ES85NMX,363,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,6,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
19,tfrv9ur3,,0,255,254,normal_form_games,FinalSummary,10.41.163.148,2019-04-05 21:50:59.122121+00:00,1,A1UGD2VEVSML1U,36U2A8VAG3N7XU2KEWUF2C7H7NEYKT,374,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,0,row,positive,9,36,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
20,95p34wrk,,0,2,254,lobby,Quiz,10.69.184.14,2019-04-05 21:50:59.760815+00:00,1,AAIQLE701DI9U,3HMVI3QICLG5RTGY6MOXXXBIYHEY1Q,0,20,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
21,hcwuj1vl,,0,1,254,lobby,Instructions,10.5.248.115,2019-04-05 21:51:00.253106+00:00,1,A2G7DTL156PTKA,3PB5A5BD0XUJGOA01WJ0R7VRW7OG77,0,21,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
22,xbsqkv8u,,0,255,254,normal_form_games,FinalSummary,10.5.214.222,2019-04-05 21:51:00.342307+00:00,1,A1O25N6GBAD9G,3EA3QWIZ4KJKADD24NM4HF0P0H7ITD,353,1,"[[[6.0, 6.0], [1.0, 0.0], [9.0, 6.0]], [[9.0, 8.0], [6.0, 2.0], [7.0, 6.0]], [[5.0, 3.0], [5.0, 4.0], [5.0, 8.0]]]",1,2,row,positive,7,69,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
23,h9t1pr8c,,0,255,254,normal_form_games,FinalSummary,10.37.131.195,2019-04-05 21:51:01.862049+00:00,1,A2Z6EQWA4XJQGI,337RC3OW07Q1D6PXULJWADG2E6HVLK,247,1,"[[[7.0, 2.0], [4.0, 6.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 5.0], [5.0, 8.0]], [[7.0, 3.0], [4.0, 3.0], [8.0, 3.0]]]",2,1,col,negative,4,12,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
24,m6iueeqo,,0,255,254,normal_form_games,FinalSummary,10.37.253.239,2019-04-05 21:51:02.461674+00:00,1,A188SHJZPHE8BA,3Z3ZLGNNSKISSU3R2GLM84NDXSBQ37,381,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",0,1,col,positive,8,20,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
25,bv69xryn,,0,255,254,normal_form_games,FinalSummary,10.13.197.150,2019-04-05 21:51:06.026513+00:00,1,A15FXHC1CVNW31,3U8YCDAGXR4WB24UJT3366P6UGS0QN,361,1,"[[[6.0, 6.0], [8.0, 9.0], [3.0, 5.0]], [[0.0, 1.0], [2.0, 6.0], [4.0, 5.0]], [[6.0, 9.0], [6.0, 7.0], [8.0, 5.0]]]",0,1,col,positive,8,113,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
26,72hc6xtd,,0,1,254,lobby,Instructions,10.183.244.22,2019-04-05 21:51:11.278980+00:00,1,A26M997VYVK0E6,3OUYGIZWR9MBBQ3FJGOE61ZWPK60PW,0,26,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
27,w3b7uozw,,0,1,254,lobby,Instructions,10.142.105.142,2019-04-05 21:51:14.689824+00:00,1,AHGNVOTAIIUCV,3HMVI3QICLG5RTGY6MOXXXBIYHEY1Q,0,27,,,,,,0,1,4,viazupku,,,3GONHBMNHWM05OEY5S3C7CD0XTQMZJ,3ZY19HV01CC4H2UAH2MJ8WHNNISGSB,,0
