round,col_play,row_play,row_game,col_game,treatment,type
24,"(0.3333333333333333, 0.5333333333333333, 0.13333333333333333)","(0.8571428571428571, 0.14285714285714285, 0.0)","[[[9.0, 4.0], [6.0, 4.0], [8.0, 4.0]], [[6.0, 2.0], [8.0, 4.0], [7.0, 4.0]], [[2.0, 8.0], [3.0, 7.0], [2.0, 7.0]]]","[[[4.0, 9.0], [2.0, 6.0], [8.0, 2.0]], [[4.0, 6.0], [4.0, 8.0], [7.0, 3.0]], [[4.0, 8.0], [4.0, 7.0], [7.0, 2.0]]]",negative,treatment
25,"(0.0, 0.9333333333333333, 0.06666666666666667)","(0.14285714285714285, 0.0, 0.8571428571428571)","[[[4.0, 6.0], [5.0, 8.0], [6.0, 5.0]], [[6.0, 4.0], [5.0, 7.0], [2.0, 8.0]], [[7.0, 2.0], [8.0, 6.0], [5.0, 3.0]]]","[[[6.0, 4.0], [4.0, 6.0], [2.0, 7.0]], [[8.0, 5.0], [7.0, 5.0], [6.0, 8.0]], [[5.0, 6.0], [8.0, 2.0], [3.0, 5.0]]]",negative,treatment
26,"(0.5333333333333333, 0.4, 0.06666666666666667)","(0.7142857142857143, 0.0, 0.2857142857142857)","[[[5.0, 8.0], [3.0, 9.0], [3.0, 9.0]], [[4.0, 3.0], [2.0, 8.0], [0.0, 7.0]], [[2.0, 8.0], [8.0, 4.0], [4.0, 3.0]]]","[[[8.0, 5.0], [3.0, 4.0], [8.0, 2.0]], [[9.0, 3.0], [8.0, 2.0], [4.0, 8.0]], [[9.0, 3.0], [7.0, 0.0], [3.0, 4.0]]]",negative,treatment
27,"(0.0, 0.8, 0.2)","(0.6428571428571429, 0.2857142857142857, 0.07142857142857142)","[[[7.0, 1.0], [5.0, 4.0], [6.0, 3.0]], [[7.0, 2.0], [6.0, 4.0], [3.0, 7.0]], [[1.0, 8.0], [6.0, 5.0], [7.0, 3.0]]]","[[[1.0, 7.0], [2.0, 7.0], [8.0, 1.0]], [[4.0, 5.0], [4.0, 6.0], [5.0, 6.0]], [[3.0, 6.0], [7.0, 3.0], [3.0, 7.0]]]",negative,treatment
28,"(0.13333333333333333, 0.3333333333333333, 0.5333333333333333)","(0.7142857142857143, 0.21428571428571427, 0.07142857142857142)","[[[7.0, 2.0], [4.0, 2.0], [6.0, 5.0]], [[4.0, 5.0], [2.0, 8.0], [8.0, 2.0]], [[9.0, 3.0], [4.0, 4.0], [1.0, 8.0]]]","[[[2.0, 7.0], [5.0, 4.0], [3.0, 9.0]], [[2.0, 4.0], [8.0, 2.0], [4.0, 4.0]], [[5.0, 6.0], [2.0, 8.0], [8.0, 1.0]]]",negative,treatment
29,"(0.6666666666666666, 0.26666666666666666, 0.06666666666666667)","(0.35714285714285715, 0.5714285714285714, 0.07142857142857142)","[[[2.0, 9.0], [5.0, 5.0], [8.0, 1.0]], [[4.0, 4.0], [5.0, 4.0], [3.0, 7.0]], [[3.0, 8.0], [4.0, 6.0], [2.0, 8.0]]]","[[[9.0, 2.0], [4.0, 4.0], [8.0, 3.0]], [[5.0, 5.0], [4.0, 5.0], [6.0, 4.0]], [[1.0, 8.0], [7.0, 3.0], [8.0, 2.0]]]",negative,treatment
30,"(0.4, 0.6, 0.0)","(0.14285714285714285, 0.7142857142857143, 0.14285714285714285)","[[[5.0, 6.0], [1.0, 8.0], [8.0, 3.0]], [[2.0, 7.0], [6.0, 5.0], [8.0, 2.0]], [[6.0, 3.0], [1.0, 7.0], [0.0, 8.0]]]","[[[6.0, 5.0], [7.0, 2.0], [3.0, 6.0]], [[8.0, 1.0], [5.0, 6.0], [7.0, 1.0]], [[3.0, 8.0], [2.0, 8.0], [8.0, 0.0]]]",negative,treatment
31,"(0.5333333333333333, 0.3333333333333333, 0.13333333333333333)","(0.5714285714285714, 0.35714285714285715, 0.07142857142857142)","[[[8, 8], [2, 5], [0, 4]], [[5, 2], [5, 5], [2, 4]], [[4, 0], [4, 2], [4, 4]]]","[[[8, 8], [2, 5], [0, 4]], [[5, 2], [5, 5], [2, 4]], [[4, 0], [4, 2], [4, 4]]]",negative,comparison
32,"(0.8, 0.0, 0.2)","(0.5, 0.5, 0.0)","[[[4.0, 5.0], [8.0, 1.0], [8.0, 0.0]], [[6.0, 3.0], [2.0, 5.0], [5.0, 5.0]], [[1.0, 9.0], [7.0, 1.0], [6.0, 5.0]]]","[[[5.0, 4.0], [3.0, 6.0], [9.0, 1.0]], [[1.0, 8.0], [5.0, 2.0], [1.0, 7.0]], [[0.0, 8.0], [5.0, 5.0], [5.0, 6.0]]]",negative,treatment
33,"(0.42857142857142855, 0.14285714285714285, 0.42857142857142855)","(0.4666666666666667, 0.5333333333333333, 0.0)","[[[4.0, 7.0], [6.0, 3.0], [5.0, 8.0]], [[5.0, 3.0], [3.0, 4.0], [5.0, 7.0]], [[2.0, 9.0], [3.0, 3.0], [9.0, 2.0]]]","[[[7.0, 4.0], [3.0, 5.0], [9.0, 2.0]], [[3.0, 6.0], [4.0, 3.0], [3.0, 3.0]], [[8.0, 5.0], [7.0, 5.0], [2.0, 9.0]]]",negative,treatment
34,"(0.6666666666666666, 0.3333333333333333, 0.0)","(0.2857142857142857, 0.7142857142857143, 0.0)","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]",negative,comparison
35,"(0.07142857142857142, 0.14285714285714285, 0.7857142857142857)","(0.13333333333333333, 0.8666666666666667, 0.0)","[[[8.0, 2.0], [1.0, 8.0], [1.0, 8.0]], [[6.0, 2.0], [5.0, 4.0], [5.0, 5.0]], [[2.0, 6.0], [0.0, 8.0], [7.0, 4.0]]]","[[[2.0, 8.0], [2.0, 6.0], [6.0, 2.0]], [[8.0, 1.0], [4.0, 5.0], [8.0, 0.0]], [[8.0, 1.0], [5.0, 5.0], [4.0, 7.0]]]",negative,treatment
36,"(0.8571428571428571, 0.14285714285714285, 0.0)","(0.13333333333333333, 0.6666666666666666, 0.2)","[[[4.0, 6.0], [7.0, 5.0], [4.0, 6.0]], [[8.0, 7.0], [7.0, 4.0], [6.0, 1.0]], [[4.0, 7.0], [7.0, 7.0], [5.0, 5.0]]]","[[[6.0, 4.0], [7.0, 8.0], [7.0, 4.0]], [[5.0, 7.0], [4.0, 7.0], [7.0, 7.0]], [[6.0, 4.0], [1.0, 6.0], [5.0, 5.0]]]",negative,treatment
37,"(0.7142857142857143, 0.0, 0.2857142857142857)","(0.8, 0.13333333333333333, 0.06666666666666667)","[[[3.0, 7.0], [6.0, 4.0], [7.0, 5.0]], [[2.0, 8.0], [7.0, 2.0], [6.0, 2.0]], [[3.0, 5.0], [2.0, 7.0], [4.0, 6.0]]]","[[[7.0, 3.0], [8.0, 2.0], [5.0, 3.0]], [[4.0, 6.0], [2.0, 7.0], [7.0, 2.0]], [[5.0, 7.0], [2.0, 6.0], [6.0, 4.0]]]",negative,treatment
38,"(0.07142857142857142, 0.6428571428571429, 0.2857142857142857)","(0.13333333333333333, 0.4666666666666667, 0.4)","[[[4, 4], [3, 7], [5, 0]], [[7, 3], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]","[[[4, 4], [3, 7], [5, 0]], [[7, 3], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]",negative,comparison
39,"(1.0, 0.0, 0.0)","(0.0, 0.8666666666666667, 0.13333333333333333)","[[[1.0, 7.0], [5.0, 5.0], [6.0, 2.0]], [[5.0, 5.0], [7.0, 1.0], [6.0, 2.0]], [[3.0, 9.0], [4.0, 2.0], [3.0, 7.0]]]","[[[7.0, 1.0], [5.0, 5.0], [9.0, 3.0]], [[5.0, 5.0], [1.0, 7.0], [2.0, 4.0]], [[2.0, 6.0], [2.0, 6.0], [7.0, 3.0]]]",negative,treatment
40,"(0.07142857142857142, 0.2857142857142857, 0.6428571428571429)","(0.0, 0.9333333333333333, 0.06666666666666667)","[[[7.0, 2.0], [5.0, 1.0], [1.0, 8.0]], [[6.0, 3.0], [7.0, 3.0], [5.0, 3.0]], [[7.0, 0.0], [8.0, 4.0], [1.0, 3.0]]]","[[[2.0, 7.0], [3.0, 6.0], [0.0, 7.0]], [[1.0, 5.0], [3.0, 7.0], [4.0, 8.0]], [[8.0, 1.0], [3.0, 5.0], [3.0, 1.0]]]",negative,treatment
41,"(0.5625, 0.4375, 0.0)","(0.38461538461538464, 0.46153846153846156, 0.15384615384615385)","[[[4, 4], [4, 5], [8, 3]], [[5, 4], [8, 8], [0, 9]], [[3, 8], [9, 0], [1, 1]]]","[[[4, 4], [4, 5], [8, 3]], [[5, 4], [8, 8], [0, 9]], [[3, 8], [9, 0], [1, 1]]]",negative,comparison
42,"(0.2, 0.0, 0.8)","(0.0, 0.9285714285714286, 0.07142857142857142)","[[[2.0, 7.0], [3.0, 5.0], [4.0, 4.0]], [[7.0, 3.0], [8.0, 3.0], [5.0, 5.0]], [[4.0, 8.0], [5.0, 2.0], [3.0, 9.0]]]","[[[7.0, 2.0], [3.0, 7.0], [8.0, 4.0]], [[5.0, 3.0], [3.0, 8.0], [2.0, 5.0]], [[4.0, 4.0], [5.0, 5.0], [9.0, 3.0]]]",negative,treatment
43,"(0.5, 0.07142857142857142, 0.42857142857142855)","(0.13333333333333333, 0.6, 0.26666666666666666)","[[[6.0, 5.0], [8.0, 2.0], [0.0, 9.0]], [[6.0, 3.0], [7.0, 1.0], [3.0, 7.0]], [[6.0, 6.0], [0.0, 9.0], [7.0, 1.0]]]","[[[5.0, 6.0], [3.0, 6.0], [6.0, 6.0]], [[2.0, 8.0], [1.0, 7.0], [9.0, 0.0]], [[9.0, 0.0], [7.0, 3.0], [1.0, 7.0]]]",negative,treatment
44,"(0.26666666666666666, 0.13333333333333333, 0.6)","(0.2857142857142857, 0.14285714285714285, 0.5714285714285714)","[[[4, 4], [4, 1], [4, 0]], [[1, 4], [6, 6], [6, 4]], [[0, 4], [4, 6], [9, 9]]]","[[[4, 4], [4, 1], [4, 0]], [[1, 4], [6, 6], [6, 4]], [[0, 4], [4, 6], [9, 9]]]",negative,comparison
45,"(0.35714285714285715, 0.42857142857142855, 0.21428571428571427)","(0.0, 0.2, 0.8)","[[[5.0, 4.0], [4.0, 5.0], [3.0, 9.0]], [[4.0, 8.0], [7.0, 4.0], [6.0, 2.0]], [[6.0, 4.0], [6.0, 5.0], [9.0, 1.0]]]","[[[4.0, 5.0], [8.0, 4.0], [4.0, 6.0]], [[5.0, 4.0], [4.0, 7.0], [5.0, 6.0]], [[9.0, 3.0], [2.0, 6.0], [1.0, 9.0]]]",negative,treatment
46,"(0.26666666666666666, 0.7333333333333333, 0.0)","(0.9285714285714286, 0.07142857142857142, 0.0)","[[[7.0, 5.0], [5.0, 8.0], [5.0, 2.0]], [[5.0, 6.0], [3.0, 9.0], [2.0, 9.0]], [[2.0, 9.0], [0.0, 6.0], [3.0, 9.0]]]","[[[5.0, 7.0], [6.0, 5.0], [9.0, 2.0]], [[8.0, 5.0], [9.0, 3.0], [6.0, 0.0]], [[2.0, 5.0], [9.0, 2.0], [9.0, 3.0]]]",negative,treatment
47,"(0.4, 0.5333333333333333, 0.06666666666666667)","(0.14285714285714285, 0.2857142857142857, 0.5714285714285714)","[[[8.0, 1.0], [2.0, 8.0], [1.0, 9.0]], [[3.0, 8.0], [5.0, 4.0], [5.0, 3.0]], [[3.0, 8.0], [6.0, 5.0], [6.0, 1.0]]]","[[[1.0, 8.0], [8.0, 3.0], [8.0, 3.0]], [[8.0, 2.0], [4.0, 5.0], [5.0, 6.0]], [[9.0, 1.0], [3.0, 5.0], [1.0, 6.0]]]",negative,treatment
48,"(1.0, 0.0, 0.0)","(0.9285714285714286, 0.0, 0.07142857142857142)","[[[5.0, 8.0], [8.0, 1.0], [6.0, 3.0]], [[4.0, 9.0], [6.0, 2.0], [5.0, 1.0]], [[4.0, 6.0], [2.0, 4.0], [9.0, 0.0]]]","[[[8.0, 5.0], [9.0, 4.0], [6.0, 4.0]], [[1.0, 8.0], [2.0, 6.0], [4.0, 2.0]], [[3.0, 6.0], [1.0, 5.0], [0.0, 9.0]]]",negative,treatment
49,"(0.0, 0.6, 0.4)","(0.14285714285714285, 0.6428571428571429, 0.21428571428571427)","[[[7.0, 2.0], [1.0, 8.0], [5.0, 6.0]], [[2.0, 3.0], [8.0, 6.0], [2.0, 6.0]], [[5.0, 3.0], [3.0, 6.0], [3.0, 7.0]]]","[[[2.0, 7.0], [3.0, 2.0], [3.0, 5.0]], [[8.0, 1.0], [6.0, 8.0], [6.0, 3.0]], [[6.0, 5.0], [6.0, 2.0], [7.0, 3.0]]]",negative,treatment
50,"(0.26666666666666666, 0.4666666666666667, 0.26666666666666666)","(0.5, 0.5, 0.0)","[[[5, 5], [1, 3], [9, 0]], [[3, 1], [3, 3], [9, 0]], [[0, 9], [0, 9], [7, 7]]]","[[[5, 5], [1, 3], [9, 0]], [[3, 1], [3, 3], [9, 0]], [[0, 9], [0, 9], [7, 7]]]",negative,comparison
