round,col_play,row_play,row_game,col_game,treatment,type
33,"(0.06666666666666667, 0.8666666666666667, 0.06666666666666667)","(0.06666666666666667, 0.0, 0.9333333333333333)","[[[8.0, 1.0], [5.0, 7.0], [6.0, 0.0]], [[8.0, 5.0], [2.0, 8.0], [7.0, 5.0]], [[9.0, 1.0], [7.0, 5.0], [5.0, 4.0]]]","[[[1.0, 8.0], [5.0, 8.0], [1.0, 9.0]], [[7.0, 5.0], [8.0, 2.0], [5.0, 7.0]], [[0.0, 6.0], [5.0, 7.0], [4.0, 5.0]]]",negative,treatment
34,"(0.13333333333333333, 0.8666666666666667, 0.0)","(0.6, 0.4, 0.0)","[[[8.0, 5.0], [7.0, 4.0], [4.0, 2.0]], [[9.0, 1.0], [5.0, 8.0], [7.0, 2.0]], [[5.0, 7.0], [0.0, 8.0], [8.0, 3.0]]]","[[[5.0, 8.0], [1.0, 9.0], [7.0, 5.0]], [[4.0, 7.0], [8.0, 5.0], [8.0, 0.0]], [[2.0, 4.0], [2.0, 7.0], [3.0, 8.0]]]",negative,treatment
35,"(1.0, 0.0, 0.0)","(0.26666666666666666, 0.6666666666666666, 0.06666666666666667)","[[[5.0, 8.0], [6.0, 3.0], [9.0, 2.0]], [[6.0, 5.0], [8.0, 2.0], [3.0, 2.0]], [[2.0, 6.0], [7.0, 4.0], [2.0, 5.0]]]","[[[8.0, 5.0], [5.0, 6.0], [6.0, 2.0]], [[3.0, 6.0], [2.0, 8.0], [4.0, 7.0]], [[2.0, 9.0], [2.0, 3.0], [5.0, 2.0]]]",negative,treatment
36,"(0.13333333333333333, 0.8666666666666667, 0.0)","(0.0, 0.06666666666666667, 0.9333333333333333)","[[[0.0, 9.0], [0.0, 8.0], [8.0, 5.0]], [[4.0, 7.0], [3.0, 5.0], [9.0, 3.0]], [[6.0, 3.0], [6.0, 5.0], [9.0, 4.0]]]","[[[9.0, 0.0], [7.0, 4.0], [3.0, 6.0]], [[8.0, 0.0], [5.0, 3.0], [5.0, 6.0]], [[5.0, 8.0], [3.0, 9.0], [4.0, 9.0]]]",negative,treatment
37,"(0.26666666666666666, 0.6666666666666666, 0.06666666666666667)","(0.26666666666666666, 0.6666666666666666, 0.06666666666666667)","[[[4.0, 4.0], [9.0, 4.0], [1.0, 7.0]], [[5.0, 4.0], [8.0, 4.0], [9.0, 2.0]], [[6.0, 3.0], [3.0, 9.0], [6.0, 4.0]]]","[[[4.0, 4.0], [4.0, 5.0], [3.0, 6.0]], [[4.0, 9.0], [4.0, 8.0], [9.0, 3.0]], [[7.0, 1.0], [2.0, 9.0], [4.0, 6.0]]]",negative,treatment
38,"(0.2, 0.8, 0.0)","(0.5333333333333333, 0.4666666666666667, 0.0)","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]","[[[8, 8], [2, 9], [1, 0]], [[9, 2], [3, 3], [1, 1]], [[0, 1], [1, 1], [1, 1]]]",negative,comparison
39,"(0.0, 0.8, 0.2)","(0.2, 0.5333333333333333, 0.26666666666666666)","[[[7.0, 2.0], [3.0, 5.0], [8.0, 1.0]], [[3.0, 5.0], [6.0, 6.0], [7.0, 6.0]], [[7.0, 4.0], [3.0, 9.0], [9.0, 6.0]]]","[[[2.0, 7.0], [5.0, 3.0], [4.0, 7.0]], [[5.0, 3.0], [6.0, 6.0], [9.0, 3.0]], [[1.0, 8.0], [6.0, 7.0], [6.0, 9.0]]]",negative,treatment
40,"(0.13333333333333333, 0.4666666666666667, 0.4)","(0.8, 0.06666666666666667, 0.13333333333333333)","[[[8.0, 5.0], [3.0, 6.0], [2.0, 6.0]], [[1.0, 8.0], [2.0, 7.0], [3.0, 7.0]], [[8.0, 2.0], [0.0, 7.0], [5.0, 7.0]]]","[[[5.0, 8.0], [8.0, 1.0], [2.0, 8.0]], [[6.0, 3.0], [7.0, 2.0], [7.0, 0.0]], [[6.0, 2.0], [7.0, 3.0], [7.0, 5.0]]]",negative,treatment
41,"(0.13333333333333333, 0.6, 0.26666666666666666)","(0.9333333333333333, 0.0, 0.06666666666666667)","[[[5.0, 6.0], [5.0, 7.0], [6.0, 6.0]], [[4.0, 4.0], [2.0, 7.0], [3.0, 9.0]], [[2.0, 8.0], [5.0, 6.0], [4.0, 4.0]]]","[[[6.0, 5.0], [4.0, 4.0], [8.0, 2.0]], [[7.0, 5.0], [7.0, 2.0], [6.0, 5.0]], [[6.0, 6.0], [9.0, 3.0], [4.0, 4.0]]]",negative,treatment
42,"(0.26666666666666666, 0.4, 0.3333333333333333)","(0.5333333333333333, 0.13333333333333333, 0.3333333333333333)","[[[4, 4], [4, 6], [5, 0]], [[6, 4], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]","[[[4, 4], [4, 6], [5, 0]], [[6, 4], [3, 3], [5, 1]], [[0, 5], [1, 5], [9, 9]]]",negative,comparison
43,"(0.8, 0.2, 0.0)","(0.2, 0.0, 0.8)","[[[4.0, 6.0], [8.0, 3.0], [8.0, 0.0]], [[5.0, 4.0], [5.0, 7.0], [6.0, 4.0]], [[6.0, 5.0], [8.0, 3.0], [7.0, 4.0]]]","[[[6.0, 4.0], [4.0, 5.0], [5.0, 6.0]], [[3.0, 8.0], [7.0, 5.0], [3.0, 8.0]], [[0.0, 8.0], [4.0, 6.0], [4.0, 7.0]]]",negative,treatment
44,"(0.8666666666666667, 0.0, 0.13333333333333333)","(0.0, 0.7333333333333333, 0.26666666666666666)","[[[1.0, 5.0], [5.0, 4.0], [6.0, 3.0]], [[5.0, 4.0], [7.0, 3.0], [4.0, 6.0]], [[5.0, 8.0], [3.0, 5.0], [6.0, 1.0]]]","[[[5.0, 1.0], [4.0, 5.0], [8.0, 5.0]], [[4.0, 5.0], [3.0, 7.0], [5.0, 3.0]], [[3.0, 6.0], [6.0, 4.0], [1.0, 6.0]]]",negative,treatment
45,"(0.06666666666666667, 0.06666666666666667, 0.8666666666666667)","(0.0, 0.9333333333333333, 0.06666666666666667)","[[[5.0, 3.0], [1.0, 8.0], [3.0, 3.0]], [[8.0, 3.0], [9.0, 0.0], [6.0, 7.0]], [[9.0, 3.0], [9.0, 2.0], [3.0, 8.0]]]","[[[3.0, 5.0], [3.0, 8.0], [3.0, 9.0]], [[8.0, 1.0], [0.0, 9.0], [2.0, 9.0]], [[3.0, 3.0], [7.0, 6.0], [8.0, 3.0]]]",negative,treatment
46,"(0.2, 0.5333333333333333, 0.26666666666666666)","(0.0, 0.5333333333333333, 0.4666666666666667)","[[[1.0, 7.0], [0.0, 9.0], [7.0, 2.0]], [[9.0, 1.0], [3.0, 6.0], [5.0, 8.0]], [[4.0, 8.0], [8.0, 2.0], [8.0, 3.0]]]","[[[7.0, 1.0], [1.0, 9.0], [8.0, 4.0]], [[9.0, 0.0], [6.0, 3.0], [2.0, 8.0]], [[2.0, 7.0], [8.0, 5.0], [3.0, 8.0]]]",negative,treatment
47,"(0.26666666666666666, 0.2, 0.5333333333333333)","(0.8666666666666667, 0.06666666666666667, 0.06666666666666667)","[[[7.0, 6.0], [8.0, 3.0], [5.0, 4.0]], [[6.0, 5.0], [6.0, 5.0], [2.0, 5.0]], [[8.0, 2.0], [6.0, 5.0], [2.0, 7.0]]]","[[[6.0, 7.0], [5.0, 6.0], [2.0, 8.0]], [[3.0, 8.0], [5.0, 6.0], [5.0, 6.0]], [[4.0, 5.0], [5.0, 2.0], [7.0, 2.0]]]",negative,treatment
48,"(0.26666666666666666, 0.0, 0.7333333333333333)","(0.0, 0.8666666666666667, 0.13333333333333333)","[[[4.0, 5.0], [6.0, 5.0], [5.0, 7.0]], [[7.0, 2.0], [9.0, 2.0], [9.0, 2.0]], [[6.0, 1.0], [7.0, 5.0], [6.0, 8.0]]]","[[[5.0, 4.0], [2.0, 7.0], [1.0, 6.0]], [[5.0, 6.0], [2.0, 9.0], [5.0, 7.0]], [[7.0, 5.0], [2.0, 9.0], [8.0, 6.0]]]",negative,treatment
49,"(0.25, 0.3125, 0.4375)","(0.7142857142857143, 0.21428571428571427, 0.07142857142857142)","[[[4, 4], [9, 1], [1, 3]], [[1, 9], [8, 8], [1, 8]], [[3, 1], [8, 1], [3, 3]]]","[[[4, 4], [9, 1], [1, 3]], [[1, 9], [8, 8], [1, 8]], [[3, 1], [8, 1], [3, 3]]]",negative,comparison
50,"(0.06666666666666667, 0.0, 0.9333333333333333)","(0.0, 0.0, 1.0)","[[[4.0, 1.0], [2.0, 2.0], [0.0, 9.0]], [[3.0, 7.0], [0.0, 9.0], [0.0, 9.0]], [[9.0, 0.0], [6.0, 2.0], [4.0, 5.0]]]","[[[1.0, 4.0], [7.0, 3.0], [0.0, 9.0]], [[2.0, 2.0], [9.0, 0.0], [2.0, 6.0]], [[9.0, 0.0], [9.0, 0.0], [5.0, 4.0]]]",negative,treatment
